review_text,label
"Purchased 2017 Forester in October of 2016 at Bob Moore Subaru in Edmond Oklahoma.  Will never go back.  RUDE.  Heated seats do not function well.  Either too hot or too cold.  Drove an Outback loaner and big difference..much better.  Drove to Denver in December of 2016 with snow and treatments on roads.  My windshield has small chips and speckles all over it.   The car grill, headlights etc  have a few very light marks...the windshield is horrible...horrible. My two other cars, an X-5 BMW and GMC Yukon, which have over 100,000 miles, their windshields have nothing like this and have had much, much, much more exposure to harsh elements.  Something is wrong with Subaru windshields!",neg
"2017 Forester 2.0 XT- I have had the radio in the the dealer  4 times because it keeps losing its satellite signal so it is constantly  losing the radio station. The dealer has changed out the radio but it  is still not working properly. It also has a problem with the power windows locking up so they wont go up or down. The USB ports are poorly located and  are hard to use.  Also I purchased the all weather floor mats from the dealer but they are too small so the mud/snow gets all over my carpeting. I had to purchase the Weather tech mats to replace the dealer mats.  The car does have too much road noise, and had a bad case of turbo lag.",neg
The CVT transmission makes for a driving experience not unlike that of a go-cart.  There is a lag on acceleration and the continuous nature of this technology makes it just dreadful to drive.  I couldn't wait for the test drive to end.,neg
"Updated 10k mile review                                                                                                                                                                                                                                                 Pro's 1. Great storage space 2. Incredible visibility 3. Sound system really rocks                                                                                                                                                                                                                                                                                           Con's 1. Handling especially in high winds 2. Gas mileage expected it to be 26-28 and it's 24-24 highway 3.  Headlights are great but the bright lights only turn on when the ambient light is low. 4. Incredibly loud in a rain storm. 5. Resetting the clock even the dealer can't do it. 6. General ergonomics do not fit a person over 6 foot the door rest is too low and the window sill is too high. My car now has 47000 miles on it and I am still have not changed my mind the car is boring to drive, does not fit me and the technology is ridiculous you have to go to the dealership to change the time! I will be selling the car in the next 6 months.",neg
"This is my second Forester. Last one was an '03. The 2017 should fit most people's needs, but is undriveable for me. Biggest complaint is the front headrests. I am 5'10"" and the headrest pushes my head forward and down. I can't drive it for more than a few minutes without hurting myself. Blind spot at passenger side rear when looking at it from driver's seat is big, and made more so by body design: right rear window sweeps up towards tailgate, so body design gives you an idea that there's a car there when there isn't. You have to really look, not glance, to check that blind spot. I like the manual transmission, but think there should be some more spacing between the gears. I'm constantly shifting from 2nd to 5th (skipping 3rd) or 3rd to 6th (skipping 4th) because the selections are tightly spaced. As I get used to it, that should change. Cabin noise is about normal for a low-20s priced car. You're not going to get a Caddie. Fit, finish, steering, and handling,  are good for a car in its price range. Acceleration is good. Subaru has never made seats for long drives for most people, and I knew that when buying the car (my problem is the headrest, not the seat). I've had the car for 6 weeks now. Most of my driving has been city driving, so mileage is low and probably unfair at first glance.

Update for the comment that asked about adjusting the headrest: Yes, both I and the dealer tried different headrest positions; no luck. My head gets pushed forward and down. I'm going to have to spring for an interior customizer to modify the head rests. Cost unknown. Head rests in old '03 were fine.

Update on review: Nothing has changed. Gas mileage is lower than expected, but not by much, and given my driving habits and city driving, I can't complain too much about that. Headrests are miserable and it cost $150 to have one headrest modified so I could stand to drive it for more three minutes.  Blind spot at passenger side rear is large.

Don't buy it. Subaru can design a Forester with a much smaller blind spot, and headrests that don't pitch one's head forward. When Subaru does that, fine.",neg
"2017 and the first month was great..then came the rain. A puddle of water on passenger side floor. Of course we brought it back to the dealer and wanted it fixed and get things replaced and wanted to know what's going on. Well to our surprise they tell us the air conditioner is blocked and that is causing it. Well I don't know how that can cause a puddle that goes above the floor mat. What the heck how can that be it's bran new. We have owned multiple cars and none have had issue like this.  Not sure about Subaru's quality anymore...

So after much back and forth with the dealership over the phone, and many trips there as well, it all came down to a plugged drain line for the air conditioner which of course they fix and then cleaned the carpet. They gave us a nice gift and upgraded our warranty. Lets see how well the floor pan holds up over the next couple of years.",neg
"I purchased a 2017 Forrester after owning 2 VW Tiguans over 8 years, I needed more space and better fuel economy and that's what I got. The vehicle has great space and much better MPH than either of my VW's. l love the headlights ( except the brights only will turn on when the car allows it). I really like the self dimming mirrors. I cant figure out how to remote start the vehicle and my salesman finally gave up because he didn't know either. Interior trim is not durable I am a hockey player and it's definitely not going to hold up. The drivers seat and controls are not ergonomically set up, after 2500  miles i still cant get the seat right. The car is suppose to have better handling and corning than the VW, I disagree it feels clumsy in the corners and almost feels top heavy. In high winds the car gets pushed off the road. Visibility is awesome in this car no doubt. The technology is overwhelming between satellite radio,  all the drivers training tools and eyesight you will spend hours in the owners manual. I am sorry I bought this car.
Updated now with 25K miles
I figured out the headlights and the remote start but overall the car is still not for me. To much technology; when you have to go to the dealership to change the clock that's ridiculous. Overall my impression of the car and the brand remains mediocre and I will be shopping for a new car as soon as I can afford it.",neg
Dear 2017 Forester owners. I desperately need a feedback. I bought this brand new Forester with all the bells and whistles. Like any new car it had an upholstery smell which generally goes away with time but not in this car. I have been driving this car now for almost 2 months. My whole body would smell like old leather or shoe polish including from my breath. I always owned a new car but never a Subaru. This smell turned into headaches and lightheadedness and watery eyes when I turned my Heater on few days back. To experiment whether it is me only I told my wife to test drive with my son. Just 30 minutes into driving she started getting headaches and watery eyes. She had to stop the car and tell my son to go on the back seat to avoid a/c due to he getting nauseated. I took the car to dealer who found nothing wrong and referred me to Subaru tech team and I am still waiting to hear from them. I have kept my windows open but no improvements. I am so scared to drive because of headaches and drowsiness kicking in. Can someone please let me know if they are going through the same. One article I read showed in 2007 study that Forester was one of the 10 worst car for toxic fume in the cabin. I don't think since 2007 they have done any improvement in the quality of material they are using. Surprisingly only  Forester was mentioned and no other Subaru models were mentioned. I felt so bad that I leased this vehicle. If they don't take back I don't know what my options are. Please any advice is highly appreciated. Jay,neg
"We bought the car based on all the hype of being one of the best for quality ... loved it ... then one month later and week of light rain and pool of water higher than floor mat on the passenger side. Of course now the worry is what other issues down the road will this cause..smell, rusting who knows..",neg
"I had it 5 days & brought it back to the dealer as brakes were squealing & my husband noted the front passenger brake was hot. I was told by dealer mechanic I should have not just stopped by, but should have called to make an appt.   I had the car 5 days!!! Car just didn't feel right. Told there was no problem. Then the following week, 5 or 6 days later the check engine light came on & I called for appt. Told me bring it right down. Told there is a problem with O2 sensor software & Subaru has no fix for it yet...that they're working on it. I could feel a lack of power when that engine light came on, but am told that the car is ok & that I should bring it back to have the engine light reset if it comes back on again & that they'll call me when Subaru has a software fix. Brakes still make noise & the engine still feels like it gets a slight ""buck"" or ""bounce"" in it. I feel I was sold a product by Subaru when they knew there was a problem with it. Mechanic told me they had another 2017 Forester will the O2 sensor issue as well. I told them I wanted Subaru to take this car back.  I was told the dealer manager would call me & he never did. I'm afraid to take this car any long distance. I bought it brand new based on reliability reviews. I bought a new car because I didn't want problems with a used one. Should have bought something else! I will never buy another Subaru.  I sure miss my 2011 Nissan Xterra Pro 4x! I gave it to my son & NEVER had a problem with it.",neg
"Went and bought my wife a brand new 2017 Forester Touring the other day. Picked up the car to bring it home and got 12 miles down the road only to see white smoke pouring out the tailpipe! Pulled it over and called the dealer. They sent a tow truck that took over an hour to get to us. It was close to 100 degrees outside and we had our 10 month old baby in the backseat. It got so hot I had no other choice but to start the car to keep my daughter cool. Dealer said they would fix the car. NO WAY, I want a new car! Subaru is trying to just fix the car......lol. Luckily my wife's cousin is a consumer lawyer. Has already received word that Subaru will write me a check for the car I paid cash for and cover his expenses. Unfortunately, after how we were treated by the dealer and Subaru, we will never buy a vehicle from them again!",neg
"After Purchasing and owning  several new GM and Toyota Vehicles, we decided to try  a Subaru.  This might date me, but these things were all the rage, back in the early 80's, and I was feeling nostalgic.   We read all the reviews, drank the cool-aid and said, we want to feel that ""love and loyalty"" Subaru owners seem to have.  We were wrong.  After owning this car for two years and 35,000 miles later we will never buy another Subaru.   There are plenty of better cars out there for the money.   Their ""after the purchase"" support is not great.   I quite honestly had never driven a worst car on winter roads than this Forester.   I have driven in Mich winters for 35 years and have never been in  car that has handled this badly, or have ever heard the wind noise this thing makes.  They told me it was the tires.   They told me unfortunately other people have had the same problem.  People say to me hey how do you like your Subaru, I tell them the truth, I guess we just never felt the ""Love""",neg
"The Subaru Forester my wife and I own is a 2016 2.5i Premium. Overall, very nice vehicle, but if you are considering one, you might want to consider my impressions of the vehicle after putting 32,000 miles on what was a dealer loaner with 5,000 miles on it at delivery. The Good: 1) Great gas mileage, average is 28 locally, 30 on a trip to New York State from Alabama. 2) AWD nice, even in Alabama since we attend events (flea markets, festivals) that require parking in fields. 3) Ground clearance very nice, never scraped anything (curb, steep driveway). 4) Vehicle has a low center of gravity compared to other compact SUVs so it holds the road on curves (probably due to flat Boxer engine).  The Bad: 1) Red dashboard lights are annoying and everywhere (on the doors and console too). 2) Squeak/rattle at highway speeds in dashboard when temperature goes into 30s that gets worse as the temperature drops – goes away starting in 40s and up (dealer uncertain as to fix). 3) No parts made in the United States, so much for supporting local industry. 4) Cabin noise creates a problem for someone in the back seat who is expected to participate in conversations between people sitting in front seats.  The Ugly: 1) Front seats very comfortable for wife, very uncomfortable for daughter. 2) While safety tests put the vehicle near the top of compact SUVs, the Death Rate in the vehicle (IIHS) is about at the national average for vehicles. 3) Fold-down rear split seats allow hauling, but the seats do not fold completely flat – there is a troublesome bump that can damage items (loog IKEA boxes). 4) Uses regular gasoline, but requires full-synthetic engine oil. 5) Although engine has lots of room to maneuver for servicing, dealer says some quick-lubes have confused the oil and transmission drain plugs and caused major transmission problems that require a prolonged fight to get reimbursed for damage. Overall, so far a good vehicle, and I would consider buying another. Wife is thrilled with the vehicle and says it is the first vehicle she has made payments on that she is happy about making the payment. So you know what our next vehicle is likely to be – that is how we stayed married for 38 years.",neg
"Bought this car for my wife, mostly because it had sweet safety ratings and distracted driver assistance. Rides quiet and fine. Looks okay, but could be a little more stylish. Safety seems excellent. Love the Eyesight, which prevented me from rolling into a car which inexplicably stopped in front of me. The first disappointment was the mileage, which was significantly lower than the sticker estimate (24/32), and one reason I chose this vehicle over other options. Suburb/highway combined mileage netted just under 24, whereas highway never topped 26. Interior was the major disappointment here, and mostly on things you wouldn't know without using the SUV for a while. The fabric on the ceiling is pretty flimsy, easily soiled and hard to clean. But the worst is the super-thin plastic interior of the cargo area. We placed some suitcases back there for a trip to the beach, and it busted a hole in the plastic wall surrounding the compartment. On closer inspection, I could see how ridiculously-thin the material was. Guessing this was used either for weight/mileage, or cost, but it could be described as an interior crumple zone, because the next hard object that goes in there will likely bust another hole in it. Can't imagine someone using this vehicle to move any sort of equipment or even making a trip to the hardware store. Seriously cheap. If they haven't upgraded the cargo interior and ceiling fabric in later models, I'd look at other manufacturers, who now have similar driver's assistance systems available. Oh, and the manager never called my wife back when she wanted to talk about the interior damage, so won't be going back there (Herb Gordon, MD).",neg
"If you enjoy a vehicle that rides like a buckboard, seats that extremely uncomfortable, has poor instrumentation, a unbelievably subpar stereo system then this is the vehicle for you. I could kick myself a  hundred times for not buying a Ford Edge.
  When I wrote the above lines we had 17,000 miles on the vehicle. Now we have 25,000 on it. My opinion of the vehicle hasn't changed. We were almost in a very bad crash. The vehicle handled superbly and we avoided the crash, but would still not consider buying another one.",neg
"The paint quality is is terrible. The paint is chipping off like I've never seen before. Every time I wash the vehicle I find new chips in the paint. Subaru says they can't do anything about it. I've never had this issue before, and I've been driving for almost forty years.",neg
"We've always owned Honda...for the majority of our marriage.  The Subaru was a new purchase, we don't lease, now that we are done with totting kids around and don't need the Mother van.  I've found most features disappointing or annoying on the 2016 Forester. The Accelerator pedal is so small, it makes my 5'2""frame tired after driving 45 minutes.   The carpet is so cheap, the blonde hair in our family makes the black carpet look forever dirty.  The ""fuel release"" lever is on the floor vs. the vertical floor board near the break pedal, so it's always dirty.  I hate the ""LURCH'  in the accelerator.   I hate the beeping of the seat belt warning @ 3 miles an hour, so you can't move your car from one spot in your garage to another with buckling up.  I hate the change box, you can't plug in your phone with spilling the change.  I hate there's no place for a woman's purse...and if you throw it onto the passengers seat, you have to ""buckle it in"" because 3-5 pounds sets off the alarm to buckle.  I regret NOT BUYING a HONDA even though I got the Subaru because I did not want all the silly bells and whistles the CR-V offered.",neg
Stiff and awkward.  poor visibility out back sides.  small cargo area.,neg
"Not only was I taken on the lease, I am shocked how cheaply this car made compared to previous 2006 Forester i owned. The interior is all cheap hard plastic, the car sides bend with pressure of one finger, like a cheap car i had in 1990’s not like previous Subaru. This one already has bad scratch on back because rear has no real bumper but cheap plastic, last one had hard rubber there which showed nothing after hitting garbage can. I got it with all the expensive “safety’ features, but it lacks the most important one, blind spot monitoring.  Over all paid fortune, cheated by dealer, and wound up with car that  exemplifies cliche of lipstick on pig",neg
"This 2015 Subaru Forester was my first new vehicle in 12 years. I did my research and test drove a lot of other vehicles before choosing it. Everything was fine until the oil light came on before the first scheduled service. I checked the oil and it was a quart down. I put a quart of oil in and mentioned it when I took the car in for service. The maintenance person I spoke to was completely mystified as to what could be wrong. I have had the car a little over a year and a half and have had to put oil in it three times. The dealership has had me coming back every 1200 miles to do oil consumption test ""to see what could be wrong"". Three weeks ago I got a settlement notice of a class action suit against Subaru for excessive oil consumption in the 2014 and 2015 Foresters. So, all along the service people must have known what was happening and I can only assume that they were told to lie about it. I like the car, it's fun to drive, but I really resent being treated like an idiot by the dealership I will never buy another Subaru. In my opinion they are completely unreliable.
Update as of June 2017:  The dealership replaced the engine in my Forester in September of 2016 after I sent in a very negative survey to Subaru corporate. It came out that the design of the engine I had allowed synthetic oil to leak around the seals, thus explaining the low oil levels. Since replacing the engine is an expensive fix, that is why the dealership didn't want to admit there was a problem. Since the engine was replaced the car has been burning oil normally and I've gotten to a place where I think I can stand to keep the car. I will not, however, ever buy another Subaru. Trust lost often can never be earned back.",neg
"The new Subaru Forester is not an improvement over previous year models.  I had this as a courtesy car for 3 days, so it went on my 45 mile each way work commute which takes me across small neighborhood roads as well as the majors and the turnpike, so all kinds of driving.  I noticed right away that the interior has some line of sight problems. The side windows are junked up with fake little triangle windows  near the front corners, so that the reflection of the interior is plainly visible in the window when  you are trying to look at the side rear view mirrors.  When trying to adjust the rear view mirror to see out the back and sides of the vehicle I accidently hit the on-star emergency button and was promptly given a call.  These small 911 butons turned out to be right above where I put my hand to bring the RW mirror to my height, so rotating the mirror down brought my knuckles into contact witthe call buttons.  Behind me, in the way of seeing to traffic, were the seat belt line from the back cargo area to the center back seat, and all 3 headrests also blocked my view.  The back of the car supplies large corner blind spots so that there is no adjustment that lets you see cars coming from behind you right or left.  I never achieved a position that alieviated the sight problems, and could not find the knob to adjust the outside view mirrors.
The seats are made of a shiny cover material so I was unsteady and  sliding off them, these are ""cloth"" seats, I think, that also had a heated feature with controls front and down on the center console.  The seats are supposed to be buckets, but are so uncomfortable, stiff and slippery that it was more like a personal bench seat.  The dials and knobs on the radio and heat are cheap shiny silver plastic that really feel and look rather low class.  The dashboard is still the sticky soft fake leather that I had in my 2008 Outback and already sported a layer of fuzz and dust that I know from experience cannot be removed. The feel of the ride, compared to my old Outback that needs struts, was just as bouncy and all over the road as my 08, so maybe I don't need that strut job afterall. 
               The Forester has LOTS of headroom, and a moonroof, but the front dash seemed all wrong, nothing was near enough for me to be able to use it easily or without stretching and craning.  Acceleration was awful in that it jerked around, although I am willing to say that maybe that was me not being able to find a comfortable seating position.  In slow and go traffic I had trouble keeping it completely  straight on, and there was a little audio buzzer on the dash to  tell me each time I strayed close to my lane line and yet nothing to tell me when other people were coming into my lane.  Climate controls were hard to figure out -- remember this coming from an Outback owner.  Maybe a larger person than myself would appreciate the shape of this car, but for someone 5 feet 5""  this car was too big and uncomfortable.  When it comes time to replace my 08 Outback I will be looking at something that does not put me in a 4 wheel skyscraper.  I thought it was good on gas, maybe because it has a larger tank than my Outback. But it would also be too tall for me to load my kayak as I am used to doing.",neg
"I've owned a 2015 Subaru CVT for one year and have put 10K miles on it around Denver, Colorado.  I am extremely disappointed, and look forward to replacing it soon with a real car.

I chose the Subaru Forester for very practical reasons:  Great visibility, reliability, road clearance for the occasional offroading, and all-wheel traction in the winter.  These elements, however, do not offset the downsides.  

1.  Most annoying has been the constant rattling of the vent and speaker grills on the dashboard.  Turns out that this problem is well documented on the Internet, yet the dealer acted surprised when I brought it in for repair.  Twice now they have failed to fix the noise, and I have an appointment to take it back a third time.
2.  The CVT, in combination with the slow-to-warm-up Boxer engine, is so bad at accelerating that you must pro-actively plan your route to avoid the need for quick speed.  For instance, until the engine is warm, I have to leave extremely large spaces when going from my residential area to merge onto a two-lane thoroughfare.  And it takes the engine 10 minutes, or 2 miles to warm up (when the blue light goes off).   So don't plan to jump on the freeway and hope to accelerate to match the speed of traffic - ain't gonna happen.  Worse, the CVT is quirky, and not in a good way.  Sometimes a touch of the accelerator causes it to lerch forward.  Other times, it won't move.  I HATE HATE HATE the CVT.
3.  In the center of the dash is an information screen that shows your average mpg.  This number -- usually around 26 mpg -- is 2 and 3 miles greater than what I'm actually getting (calculated by miles driven since last refueling).  I'm beginning to wonder if they have programmed the onboard computer to deliberately do this - ala Volkswagon misrepresenting diesel emissions.
4.  The ride can be kidney-jarringly bad.  There is a stretch of I-25 through south Denver where the combination of road surfacing, the car's short track, and traveling at normal freeway speeds will cause the car to continuously shudder in a very uncomfortable manner.   (This happens with the factory installed tires inflated at proper psi).
5.  The wheel-wells are unacceptably tight for an SUV designed for winter travel.  Shortly after I bought the car in Winter 2015, I smelled burning rubber while driving on a snow covered road.  I was the only car on the road, so I knew it was my Subaru.  Upon pulling over and inspecting the car, I discovered that the snow accumulation  of 2-3"" in the back wheel-well was rubbing the back tires and causing the smell.  Now when it snows, I have to be constantly vigilant that this doesn't happen.  I can see how an engineer designed the very tight wheel-wells to reduce wind drag and improve gas mileage, but in so doing, they have seriously impaired the car's ability to travel safely in the snow.

Before purchasing the Subaru Forester, I did extensive research via Edmunds and Consumer Reports.  Both love the Subarus and failed to mention the problems I'm experiencing.  Not only am I disappointed with the Subaru, but I am also profoundly perplexed that after all my research, test drives, and talking to people, I made this expensive mistake.",neg
"2016 forester with 300 miles. the gas paddel   has to much delay. sometime you have to push it 3 times to get it to take the fuel, has pulled me into the traffic several times and then nothing, leaves you hanging there, started before the first 100 miles,  only has 300 miles on it now,  has been in the shop 3 times, they keep saying it is ok,  i guess they think i am dreaming, wish i had my old 1996 van back and my money out of this junk, don't buy one of these.  PS loves its gas, about 15 miles to a gal.",neg
If wanting remote start. Don't purchase a Touring model. Due to Keyless Access the remote start has a 30 ft range. Very old technology.  The other non Keyless Access models have a 400 ft range. I have reached out to Subaru of America and they states receiving numerous complaints about remote start. But did not have a fix for the issue.,neg
"Had the vehicle less than 3 months. It has been in the shop on 3 occasions two of which were multiple days. The main problem is the quality of the interior. There are multiple rattles throughout the vehicle. The two main rattles still haven't been fixed. 
The engine is under powered. No acceleration at all. Road noise is bad. Ride is rough.
Update. Got rid of the vehicle.",neg
Very noisy inside and out( engine too). Too expensive on maintenance every time you go to service have to pay for something extra. The interior is easy to get dirty and hard to clean. Should get a CRV or A Rav4 never again a forester. After we paid it up we’ll trade it its not worth keeping it,neg
I loved this car at first - it met all of my needs. But then guess what? Repair bills constantly for every little thing. Should have gotten a Rav4 or CRV!,neg
"Bought brand new. Has be in and out of dealer all the time. Will not but a Subaru again. Would have considered it IF Subaru stood begins their product, they did not. I just got a lemon and I’ve been stuck with it for 60,000 miles.",neg
"Started using oil at around 50000:( Has anyone had issues with rear tires wearing prematurely?? 75000 mile tires only last 30000 miles. The alignment is fine. Owned a 92 Legacy, best car I ever owned. Thought Subaru was the best, guess I was wrong!!",neg
"Year 1: Entire dashboard lights up with warning lights everywhere; stuck in the “I” fuel efficient driving mode. Dealership tells me I am not tightening fuel cap tight enough. This happens THREE times before they detect 2 faulty fuel sensors and replace them. Also, Bluetooth and audio system fail intermittently. Year2: After  Bluetooth system completely  crashes, I am told I am not pairing i-phone correctly and to bring it in and they will do it for me. Once they discover that indeed it is not user error but in fact the system HAS crashed, they reset the software to fix it. Continues to fail off and on. Year 3: Head unit/Bluetooth completely crashes again, they replace the head unit with supposedly updated unit. New unit crashes within 2 weeks. Am now waiting to get this unit replaced so I can dump this nightmare for another not-Subaru vehicle. One last comment: car’s display shows around 25-27 mpg when actual calculations show mpg to be around 22-23. Am told there is no way to re-calibrate this mpg display.",neg
"The Subaru Forester is a great car - gets great gas mileage, good acceleration, and lots of cargo space.  BUT it has very unsafe handling capacity on windy days.  Even mild gusts of wind pull and push this car all over the road.  One particularly windy day, I was white knuckling the drive home down I95 - the car is so light that it took all my effort to control the steering wheel and not get blown into the other lane!  I've also had terrible problems with the Bluetooth.  Very poor sound quality during phone calls.  And each time I got a new cell phone, the Bluetooth would stop automatically connecting to the phone once I paired the new phone with the Bluetooth device.  I got so frustrated with the unsafe driving conditions on windy days and the malfunctioning Bluetooth that I used the car as a trade in and got a new Rav4.  Fortunately the Forester holds its resale value and I got a good price on my trade-in!",neg
"This is my first and last Subaru.  I have a 2015 Forester.  Bought it for the turbo.  Accelleration is great, but the touring suspension is firm, leading to a lousy ride.  Bluetooth rarely works the way it should - drops calls all the time.  Interior quality is terrible.  Vinyl on driver's seat is cracking.  Dealer blamed me - said it was a sharp object in my pocket.  It's a four inch rip - looks like a 20 year old car.  Brakes are terrible.  I hit them at high speeds and the rumble and shake.  Dealer said they were working fine.  It has been reliable, but the quality just isn't there.  Seat belts with child car /booster seats are hard to fasten - so much for kid friendly cars.  Maybe dogs are happier in Subarus.  Paint is thin and the steel dents easily.  Subaru dealers think they have good customer service, but they really don't.  I've waited three hours for an oil change (and that's with an appointment).  I'll be going back to driving Chevys again.",neg
Bought our Forester in Nov. of 15.  Our biggest complaint is the very uncomfortable seats.  They are very hard and lack any amount of comfort.  Long trips are nearly impossible with this car.  The electronics are very confusing and difficult to figure out.  We have never been able to get the garage door to sync with the car and the phone to work hands free.  It has been reliable and is easy to get in and out of.  Visibility is pretty good.,neg
