review_text,label
"Frustrating is the only word I can use to describe my experience with my brand new 2016 Honda Pilot. I don’t know if it was a freak occurrence or maybe I’m just unlucky, but I drove my Pilot off the lot and about 10 miles later the Touch Screen Infotainment system just stopped working. I was ok with that honestly, things break, car manufacturing isn't a perfect process. However the thing that is unforgivable and what warrants a 1 star review for my brand new car is the face that getting Honda to repair it has been an absolute clown show. I’ve owned the car for 25 days and I’ve only had the car to drive for 5 days because the last 17 days the car has been in the shop. So here follow my timeline and make your own decision about whether or not buying a new Honda Pilot is right for you.

Day 1: I bought the car and drove it away. The sales process was clean and efficient. I drove 10 miles home and on the way my infotainment touch screen started fading to black.

Day 2: Driving the car around town the infotainment screen just stopped functioning entirely. Just a black screen that would show lines. Made an appointment to get the car in the shop the next day.

Day 3: After staying at the dealership for 3 hours Honda told me their computers found nothing wrong, and that I should leave the car there and take a loaner while they called Honda Tech support to figure out the issue. This wasn’t immediately possible as I was planning an out of state trip that weekend so I said I would bring it right back on Monday.

Day 7: After driving the car all weekend the infotainment system never worked once. It’s a blessing that I could control the radio was from the buttons on the steering wheel. I took the car into the dealership, and drove away with my loaner. All in all I had put about 780 miles on the car (150 miles of which was driving it back and forth to the dealership) They told me they hope to have it fixed in “a few days”. Great.

Day 10: Haven’t heard back from the dealership so I give them a call. The tech line said they should just replace the entire infotainment system, it’s on order and they should have the part some time this week. They hope to get me the car in “a few days”. Great.

Day 14: The part didn’t come over the weekend. We’re investigating why the part order didn’t go through. We’ll get this cleared up and get the car back to you as soon as we can. At this point Honda has had my car longer than I have. We’re starting to get really upset so we call Honda of America Corporate to see what's the problem. They said the dealership should figure it out and there is nothing they could do about it. They gave us a case number incase there was a problem.

Day 16: We’ve ordered the part but it’s on hold. They won’t release it to us yet. At this point we’re wondering if the part even exists. This is where we start pulling our hair out from frustration.

Day 17: I get a call from manager for my region at Honda Corporate. He seems just as upset as I am at how this has been handled and assures me that he understands my frustration. He say’s he’ll talk to my dealership's service manager and get the part shipping expedited. He says he’s going to investigate and crack skulls and call me the following Monday Day 21.

Day 22: The regional manager from Honda of America calls me back and tells me the part still hasn’t been ordered. That he’ll call me back with an update later this week. 

This is today. At this point all I feel is silent rage. The car was fun to drive, the features were amazing but how can I feel excited at this point. My brand new car that I paid for now just feels like it's a refurbished lemon. We’ve been given nothing but the run around by Honda and NOTHING has been done. THEY HAVEN’T EVEN ORDERED A REPLACEMENT PART SUCCESSFULLY. I’m exhausted. This was the first new car I’ve ever purchased. It’s been in the shop for 17 days and at this point I hope they keep the car in the shop another 10 days so they will be forced to replace or buy it back via the lemon law. It’s just been a customer service catastrophy so buyer beware and pray if your Pilot breaks that the replacement part actually exists.",neg
"This is my 3rd Highlander, and they keep getting better every time.  My first Highlander was in 2006 and it was the size of the current RAV4.  This new one has more room in the rear and the back seat legroom.  The from passenger compartment feels like it has a slight bit more width as well.  The controls (radio/camera, etc.) are easier to use and more intuitive than before.  The only wish I had was that they were angled slightly towards the driver.  This is my first vehicle that allows you to shut off the car while in drive and at a stop by simply depressing the brake.  This has increased the gas mileage for me.  My last Highlander was a 2012.  I got about 360 miles to a tank (regular driving) on a 17 gallon tank (21.1 MPG).  The new one, with the same size tank is getting 425 miles to the same 17 gallon tank (25 MPG).  The comfort is better, and not just because it is new.  I chose the LE Plus because of the full 60/40 rear seats.  I did not want the captains rear seats, as it is impossible for someone to lay down on longer trips.  I also did not want the sun/moon roof (hardly used it and one less thing to worry about going wrong).  Plus the price difference for 2 things I didn't want really made my decision easier.",pos
just got car very happy as can be determined by review  Some questions are N?A mine is a2018  Forrester premium,pos
"This is my second Honda in 3 years. I purchased a 2012 CRV back in 2012 (still have it and love it); you can see my original review of the CRV dated March 18, 2012 under the title ""EXCELLENT ""SUV"" for the Money!"" and an updated review of the CRV in May 29, 2013. Needless to say, I like the Honda brand and purchased a 2016 Pilot Elite. Let's get to the Pilot. With a growing family, I test drove multiple 3 row SUV's and the one I felt ok with the most was the Highlander...until I heard about the new Pilot coming up so I waited. Very GLAD I waited! First impressions of the Pilot were very very good. I wasn't crazy about the design in pictures, but in person it's a different story. Exterior was very sharp and very pleasing on the eyes. From the A pillar back, it looks beautiful, I just wish they put a little more effort in the front end design (not ugly, but not my favorite part of the vehicle). I love the wheel design too. Very Audi and Mercedes like. Inside, if you go with a Touring or Elite, it almost feels like you are sitting in a luxury vehicle, and yes, I've owned multiple luxury vehicles, I know the feeling :-). Very very minimal use of plastics, most of the cabin is soft touch materials that you find in Audi, Mercedes, BMW, etc... The cabin and dash are not cluttered with buttons and levers everywhere, it is very simplistic, classy and clean (almost Audiesque). I saw a couple of complaints about the touch screen in reviews, but I had no problem, feedback was quick and easy to use. If you see my CRV review, you'll know how much I hated Honda's infotainment system, so with the new Pilot, first impressions were, wow, Honda finally put some money into this! I love it so far. The seats are very comfortable and upscale (everything in that car feels upscale if you go with Touring or Elite). The second row seats were just as comfortable as the first row. Plenty of USB and charger plug-ins in the back for kids. One of the most important things for me was the third row room and trunk room while the third row is up (trying to avoid a minivan...yea yea I know, they are the most practical for families). You can easily and possibly comfortably fit a 6' person back there; anyone under that size will be very very comfortable. I personally sat back there and will be happy to sit back there for a long trip, it's a pleasant place to be. The seats weren't quite as comfortable as the second row, but they are comfortable enough, and definitely way more comfortable than the competitions. I opt'd for the Elite because of the captains chairs and the ease of access to third row since it will be occupied; my only complaint from initial impressions is that you have to go with the Elite to get the captains chairs. Also, I am giving the interior design a 9 here instead of a 10 because if you get the bench seats and have car seats (not booster seats) on each side of the bench seat, you can't move the bench seat forward to allow someone access to the third row (hence the reason why we opted for captains chairs); so my issue with that is why haven't manufacturers copied Infiniti's second row design where it tilts down and slides forward with a car seat to allow access to the third row (check out the Infiniti QX60 second row design on youtube...pretty cool). I guess Honda wants you to pay for the Elite to get the captains chairs. Next step was if I can at least fit a double stroller in the trunk while the third row is up...yep! and with room to spare for groceries. Lastly, the drive. Driving impressions were pretty good. Very quiet, very smooth, a little on the artificial side of feedback from the wheel (but hey, it's not a sports car so who cares, right?). Throttle response can be a little bit better too. So those are my initial impressions of the 2016 Pilot. Overall a big 10. I keep telling myself I am so glad I did not end up going with the Highlander or the Infiniti QX60 (except for that seat design in the Infiniti that I love) because the Pilot blows them out of the water! I'll do my usual updated review after about 20,000 miles of driving. If you're looking for a 3 row SUV, get yourself into a Pilot, you'll LOVE IT!",pos
"I financed a CRV SE in September 2016 and two days or so after having the car I had to go back to the dealer complaining about this vibration that is only felt when the car is idle or when stopped at a light and/or traffic. I feel very disappointed in Honda for not having a fixable solution to this problem. The dead just tells that ""it's a V4 what you are experiencing/feeling it's normal"" there no way in hell that you can say that a car that's clearly vibrating and that you as the ""tech or mechanics"" is also feel that there's something not right on the vehicle you can tell me it's normal!!! The worst part is that they tell me that they can get me into another car but it's going to put me a negative equity or something thing like that which means that they are going to give me a quote on how much the CRV is valued as of now and they are going to deduct what the consider out it and then I'll owe the rest! Totally not fair.. I feel that as a ""respectable"" brand as Honda should have more respect and transparency with its customers and fully advice them of this problem! But, that's not all the ""AWD""crap is BS.. I had such a hard time driving in the snow this Winter and to make it worst I was stuck!!!   In the snow. I had to get out and shovel my way out and just so you know I have a bad back! No it's totally unfair to be paying all that money to get into a car that's not even going to give you half of what you are paying for, so do yourself a favor and don't buy a CRV..",neg
"After driving the Jeep Grand Cherokee for 8 months, my right leg began to go numb. After analyzing the situation, I determined that the front seat doesn't line up properly with the pedals and steering wheel. The brake pedal is too far to the left and it forces you to bring your right leg too far across to the left to break. Further, your body is always at about a ten degree angle to the left from center in the seat. I am now sitting on pillows to force my body to the left in the seat. The pillows force my body to the left and I am now centered with the steering wheel and pedals, however, my body is now hanging off the side of the seat. In summary, either the seat isn't lined up properly with the pedals or the pedals aren't lined up with the seat. Something is off and it is extremely uncomfortable. I am going to have to look to sell the car as a result of this.",neg
I just bought this vehicle and have driven a rental car more than I have driven this. I was on day 29 and the transmission would not get out of second gear. Got it fixed but 1 week later it did it again. Worst vehicle EVER!!!!,neg
"Hi All,
I have brought this vehicle in Mar 2016 and not event completed 3-months. I had the following problems with vehicle.
1. After stopping while going forward- clunk or sound of something loses- weard sound.
2. My office commute is 5-miles/day- within 5-miles yesterday i got this alert Engine temperature hot
3. Acceleration raise automatically when you are stopping in signal.
I called Honda care and going to the Dealer today and will update.

Update from Honda Customer Care: I complaint on Friday 10 Jun 2016, however i haven't received any response from them and their turn around time in 2-days.
                                                                  I got call on 14 Jun 2016 and its disconnected within 2-rings. I tried called daily 4-5 times and left voice messages no                                                    message/call back from them. I got a call on today 20 Jun 2016 after getting my car.

Service Update: There was a faulty radiator fixed in my Car by the Honda company and this made mixing of coolant/transmission fluid. Now they told that replaced the radiator and some hoses in my car.

I dont expect this after spending 50k in my car from the Honda Company. I hope this review will help you.

Thanks,",neg
"First new car, first time Honda buyer. VERY happy. Absolutely love the space in the car. The technology is amazing. Do not have the DVD package, wanted kids to actually interact with me in the car :) LOVE the Honda Road Readers - can download books onto my iPhone and then using the bluetooth, we can all listen to stories. My favorite!",pos
We bought a Civic Hatch and a Pilot and love them both. We gave our 2013 Honda Civic to our daughter and traded in our leased 2015 Toyota Highlander. Hands down the Pilot blows the Highlander away. It's so smooth and a dream to drive. We have always purchased our Honda's from Lindsay Honda. Their customer service is hands down the best. They make sure you are totally satisfied throughout the life of the car. Mike was great to work with. We took many hours trying to make our decision regarding which vehiclies were right for us. He is very knowledgable and answered all our questions. He also took time with us after the vehicles were purchased to go over all the features and connect our phones. We are 100% satisfied with our experience and would highly recommend buying a Honda from Mike at Lindsay Honda.,pos
I'm happy to get this vehicle. This will be my retirement car.,pos
"I bought a Honda CR-V 2015 and was beyond excited. It was the car of my dreams. I had test driven it and everything was fine. It was when the car had warmed up I, and my passengers, noticed a problem. The vibration was very noticeable in all seats of the vehicle. My rear-view mirror and sun visor was shaking. It only happened when I was idling at lights. As soon as I changed gears, it was gone. 
In the end, I returned it. I love Hondas but this problem needs to be fixed. I know some CR-V's are fine but please test drive for a longer time and ask about this problem before purchasing.",neg
safety equipment is great. only been 1 month. i like it so far,pos
"I would not recommend purchasing this vehicle.

Let me first state this is my third Honda in 25 years. My previous two were well engineered and reliable. To friends and co-workers I always recommended a Honda. But there is something wrong with this model.

Please note I'm not one of those customers to raise holy heck if I find a ""hair out of place"" realizing a car is a very intricate piece of machinery.

As mentioned in the other comments there is excessive vibration in the steering column and into the seat. Both while idling and driving at any speed. It's just plain annoying. I contacted the dealer and their statement is ""we are NOT seeing this problem with other customers"" . That's their line. I recently met a Honda engineer and he stated Honda is working on the problem but can't find a solution.

I know there are always quirks with a car but this is excessive. Additionally, the power outlet to run my GPS doesn't work and now my back brakes
are ""rubbing"". I'm a fairly conservative driver and drive probably 85%+ on the highway. I'm lucky to get 27MPG (AWD-LX). This car is rated 26-33.
It just seems like a non-Honda product. The heater is weak. The radio sounds like a clock radio. The electronic gas usage screen read out. It bounces
all over the place. I have 300 miles left. Ten miles down the road I have 225 miles left. Then back up to 280?

Positives are this CVT transmission is quick. You get the power to jump out when to you need it. We had 7 inches of snow recently and I got around with no problems.

My big mistake is not taking this car out for an extended drive. I was looking at the 2014 models and was leaning toward a purchase after numerous test drives but backed off when I decided to
keep my car through one more winter. It broke down and I bought the 2015 model after a 15 min test drive thinking it was similar to earlier models. I would recommend to anyone to see if you could test drive a car for a half day or more to really get the feel of it before you buy.",neg
"The Toyota Highlander Limited is a fun car to drive and ride. It has all of the most modern safety features including Blind spot, Lane assist, Lane departure, brake assist, collision avoidance, and radar cruise control. It drives very nicely and the steering wheel feels good and is heated. This SUV drives more like a large four door sedan than a SUV. The front seats are very comfortable with heated and cooled options.  The second row is heated but not cooled. The power lift gate is nice and you can open the back window without opening the gate. The only problem so far is matching the EPA gas mileage expectation.
I am updating my review from last September, 2017 when I first acquired this vehicle. It continues to impress me as I am amazed at the ride and comfort it provides. I did not think that it would satisfy my needs so completely. I have a slight physical impairment and driving this car helps me tremendously with this medical condition. I and my family feel very safe when we are in this vehicle. This is the first vehicle that I have ever owned that my wife will take away from me to go on one of her weekend girlfriend trips. We would definitely recommend this vehicle over any other in its class!",pos
"Had the car for 8 hours and it died. The car went crazy and all the lights started flashing on and off (interior, dashboard and exterior). Car would not start. Ultimately had the car towed back to the dealer on a flatbed.",neg
"Wonderful, well built car.  Easy to drive and operate.  Ample truck space, modern electrons.  Sleek design that makes you proud to own one.",neg
"Purchased my Trailhawk several months back. My family already owns a 2014 Grand Cherokee which we love and has had 50k trouble free miles so far. I've mostly been a sporty sedan guy, owned stuff like a 2007 Civic SI, GTI's, 2011 Audi A4 and 2014 Cadillac ATS4. But my hobbies like mountain biking and skiing made it pretty obvious I needed something more versatile. One test drive in the trailhawk and I was sold. The V6 makes solid power and so far has averaged 21mpg in 60% city traaffic, which is only 1mpg worse than my ATS. Handling is spot on and handles bumps and rough roads with ease. Is obviously is not sporty, but the quick steering and lack of body roll make for a entertaining drive. The interior is quiet, very well laid out and the seats are among the most comfortable I have sat my booty in. The Uconnect 8.4 is super easy to use. There is plenty of rear seat leg room even for my 6'4"" dad to sit behind me. The V6 with tow can handle 4500lbs which crushes other small SUV's. It is a beast in the snow and sand and gives plenty of confidence when road disappears. My only complaint is the 9sp transmission is a little slow to shift and too eager to stay in economy mode. But it shifts smoothly. Also the back cargo area is okay size wise, but could be slightly more ample. Love it.",pos
Forest car we could get with a moon roof.  Plenty of leg and head room.  Love the heated seats.   I love the eye sight.  Works great dieting my commute.,pos
"I have wanted a Subaru Forester since they first came out. But every time we went looking for a new car, a different dealer was willing to give us a better price, or different make of car came with more bells and whistles or better fuel economy. But this time we got the Forester and are very pleased that we did. We have an excellent view or the road, we feel safe, the car corners and handles quite well -- albeit not like a roadster -- the trim level has the features we wanted but not features we didn't want, and at least so far, fuel economy is better than advertised. Be warned, however, that you will find what you are looking for in the owner's manual only by accident.",pos
"Great car, my first automatic a real reliable pleasure to drive. For an SUV, extremely comfortable.  Got it for the winter and I have been using it all the time.",pos
"Purchased 2017 Forester in October of 2016 at Bob Moore Subaru in Edmond Oklahoma.  Will never go back.  RUDE.  Heated seats do not function well.  Either too hot or too cold.  Drove an Outback loaner and big difference..much better.  Drove to Denver in December of 2016 with snow and treatments on roads.  My windshield has small chips and speckles all over it.   The car grill, headlights etc  have a few very light marks...the windshield is horrible...horrible. My two other cars, an X-5 BMW and GMC Yukon, which have over 100,000 miles, their windshields have nothing like this and have had much, much, much more exposure to harsh elements.  Something is wrong with Subaru windshields!",neg
"In two months front window jammed. Dealer fixed the window. However, all dors have plastic lining at the bottom. Now those plastic linining peels off. It looks like falling apart.",neg
Good value for the price,pos
"Good news about the rough idle/vibration design flaw---they have acknowledged it exists. 

Bad news? Everything else. There is no word on when a fix will be available. And of course no clue as to what the constant vibrations mean to the long term stability of the car. No urgency because they aren't killing anyone with the car or polluting the planet. They are simply selling a car that vibrates like crazy every time you stop in traffic.

Nice huh? 

I'm a lifetime Honda owner. Have never seen anything like this. A car that can't operate without vibrating --and I'm talking serious vibrating and a rough idle that feels like you are about 3 seconds from a sputtering stop--a car that does that is a nightmare. Cause there is nothing you can do and no one cares.

Stay away from this car!!!",neg
"My car is 1.5 months old, bought new from dealer. I noticed this vibration problem 3 days after I bought the car. I bought it back to dealer one  time with no fix. I just don't know why some cars have no vibration issue or maybe they can live with this issue. But I can't.I thought  Honda should not be selling this kind of  car if they know there is problem. Also I have one more Problem in car when I start car from stop I feel vibration in car for few seconds, I showed to dealer. He told me that Honda knows about that they are working right now on that issue. I spent $30,000 for a brand new car that has problem in a month. If I know this kind of issue I never never bought Honda.",neg
"Clumsy dull steering, very poor seating, too few compartments, miserable little backup screen, off -centered instrument cluster, rough ride. Good gas mileage. Should have bought the last of the 2013's.",neg
"This is my third Honda. Vibrations started from the beginning and got worst. It is difficult to drive Honda CR-V 2015. My body vibrates, a couple of times I was very close to be in accident. I was waiting on the Red signal and car started acting very loudly. Car also vibrates on ""P"" and when I push gas pedal. In the beginning I though it was my imagination, I trusted HONDA so much. Dealership knew that those cars have significant issue and they keep selling to make profit.",neg
Very good,pos
"Purchased a 2014 Jeep Overland end of April and didn't have it a full 30 days before it was in the shop. I loved the looks and the way the SUV drove when originally purchased. However the UConnect screen has locked up, blacked out and froze. One time it froze and wouldn't let me change the volume of the stereo even w/ the knob below screen. These glitches came and went but now Jeep is in the shop bc the whole panel touch screen as well as dash screen flashed errors. It also appears that the parts are not in stock and will take weeks to repair. I'm hoping their resolution will be a final fix but it doesn't sound like it will. All in all I'm not happy with my purchase. This is not reliable and with any new car you expect reliability. I think they rolled out the 2014's before they should have.",neg
"We drove GC Summit and vehicle felt cheap and did not drive or handle well. For starters the interior felt very cheap and finish had a lot issues uneven gaps in trim and knobs that felt like cheap plastic. When we drove it was not very responsive. Surprised there people who are willing to drop 50k when Acura, Audi, Lexus, Infinity, Toyota etc all have SuV in that price range that are far better.",neg
"Pros: Incredible interior which is laid out well. The Uconnect radio is great. Cons: Horrible transmission. The cars shifts poorly at best under 35 mph and lunges through gear shifts. This is intermittent behavior and you never know when it is going to happen. Over 40 mph, it acts like a normal transmission. I have had it in for service 5 times including once with the regional service person. They say that these are the ""characteristics"" of this transmission. I have repeatedly asked if these characteristics would be acceptable in another transmission. It has had 3 ""software updates"" for the transmission already. Filed the ""lemon law notice"". Regional guy stated that this car has a 96% satisfaction rate. You really don't want to be the 4% then.",neg
"After much research I determined that the 2017 Forester was going to be the SUV for me.  And I haven't been disappointed...granted I've only had it 2 and half days.  The stories, reviews and forum posts were more than enough to help me make my choice.  This is not only my first Subaru but is also my first new vehicle.  I have to say that the package I picked (2.0XT Touring in Sepia Bronze Metallic w/Saddle Brown leather interior) is stunning!...inside and out.  The LED headlights are beautifully done.  It is gorgeous!  You WILL get noticed.  It took about 30 minutes for the guy at the dealership to show me all the features.  Acceleration is fantastic for an SUV...and I haven't even been able to test out the turbo yet.  First impressions with how it handles on the open road and curvy hills were I live were impressive...for an SUV.  I read reviews on earlier models about comfort issues in the front seats.  I feel that they are more than adequate in the comfort department on the 2017...remember, this not a sports car.  The leather really helps with the comfort factor, IMO.  One of my favorite features is the visual display you receive with the large, over-sized sun roof coupled with the large windows.  Interior controls don't include anything fancy, but again are more than adequate and reasonable.  The 7"" touch-screen display seems easy to use and is user friendly.  I have not had any problems with Bluetooth with the few calls I've made so far.  I could go on with this review but the bottom line is I'm very please with my purchase.  And I don't mind the looks I get when driving down the highway either.",pos
"We bought the 2016 Pilot Elite in December since we were expecting twins in July. Due to owing previous Honda's in the past we though this was the route to go. Long story short, my wife was 9 months PREGNANT and pulling the Pilot into the driveway when it lurched forward, avoiding the other car in the driveway she went down our front lawn hitting a curb resulting in all side airbags to deploy. She was rushed to the hospital for testing, luckily nothing happened to the babies but $11k in damage. When we called HONDA to explain, there response was why didn't you have it towed to the HONDA dealership instead of the body shop. We got a case open with a lady named Marion, who is a complete IDIOT, finally after arguing with her for an hour she sent a rep to the dealership near me and he too k it for a test drive with me and driving it himself saw that the car tends to lurch forward, came back to dealership and ran a diagnostics and showed me that there is an computer malfunction that they need to reprogram it, after 4 attempts realized the unit is bad and need to be replaced and as I am leaving tells me ""oh we got it to work"". Back to American Honda, the rep Marion calls and says we didn't find anything that was wrong from the report that we received other then a software update. I requested a copy of the error code they found at HONDA and the local HONDA rep kept avoiding the question. If anyone has had a similar issue with there new 2016 Pilot, please post so we can build up a case against HONDA, before someone seriously gets hurt in these SUV's. American HONDA refuses to acknowledge these problems until enough people come forward with it.",neg
"If you can tolerate the seats, you'll love this vehicle. I'd been test driving cars for a couple of months and finally took my wife out to test drive the cars I liked best. We got into the new 2014 Forester 2.5i and she LOVED it just like me! Quiet, responsive handling, smooth ride, and nicely equipped. Luckily we took it on an extended test drive instead of just around the block. After 20 minutes our legs and backs were feeling uncomfortable. After 40 minutes it was just downright painful. The seats are too short, too narrow, and the passenger seat is too high! (my wife also felt like the driver's seat was leaning to the left, which I had never noticed.) We were so disappointed since we loved every other aspect of the vehicle. Afterwards I searched the internet and found that Subaru seats have caused back and leg pain in hundreds of customers. Some of them lost thousands of dollars because they had to sell or trade it in for a new car because they couldn't tolerate the seats. So make sure to take it on an extended test drive. Come on Subaru! Listen to your customers! People shouldn't have to find after market solutions to seating discomfort in a brand new vehicle!",neg
"I've had my car for exactly one week and I am completely disappointed. This is my third Honda and is my last Honda.
Vibration and shuddering after it warmed up and really terrible at idle (stop on D). The vibration is very noticeable on passenger seat without passenger.
The posted MPG is not true. The MPG from Honda website is 26 city/33 highway/28 combined mpg rating for AWD models. Currently mine is only 23.3 mpg combined (driving a little more city than highway).
The heater is weak and has trouble keeping up in cold weather. The back seat takes very long time to get warm. This is really a problem for me because I have kids sitting in the back seat.
",neg
"I, like many others, have major issues with vibrations (mostly at idle). I was told by my dealership that I ""was the only one"" that complained of this. However, I went online and see it is indeed a problem with the 2015s in general, not my vehicle. I hope Honda does a recall soon to fix this or I will never buy a Honda again (and neither will my family and friends who experienced the vibrations in my car). In addition, I drive the highway and accelerate slowly with the eco button on, and can't get above 25.7 mpg on the highway.",neg
I got the Pilot because i wanted comfortable room to hold mu grand children. Its safe and has a “TV” as my kids say.,pos
Much improved dash easier to read....quiet ride-less window noise...side mirrors with blind spot alerts,pos
"I loved this car for the combination of compact size, mileage, 4 WD and towing capacity. I researched it before buying and all seemed great. I like the way it drives and handles...when it works. I have had repeat transmission issues on the care since I bought it 7 months ago. It has been in 4 times and while the service department is easy to work with, the transmission continues to have the same problem where it drops out of gear and sometimes even stops while driving. I was patient with the recommended resolution but after 4 visits and still the same issue it is not safe to drive. They have said that it may need the transmission replaced but will only allow incremental repairs to rule out less expensive fixes before doing so. I cannot take the risk of having it stop and getting into an accident. Cutting my losses at this point.",neg
"Purchased July 2015 - Problems started in September 2015 with navigation and sound system. Navigation screen would go blank - and display a 'Clarion Extraframework has stopped' error. Dealer performed update to navigation system - error has not appeared since but sound system sounds terrible - sounds like an AM radio from the 1950's. Dealer tells us Honda is aware and working on problem - but still no fix and it is now July 2016. Sound system has this problem on XM, FM and memory stick.",neg
I have been driving this SUV almost one year. I thought it was best car for me. Spent lot of money. but I am disappointed because of AWD system performs in offroad tests as it was one of the worst performers. I've been loyal to Toyota for many years and now I am really disappointed. searing wheel is not comfortable at all for long drive. interior accessories is very low quality. AWD performance is not good enough. side view mirror is not balance with driving seat. most of the time I can not see while I try to turn left or right. If I could I will return this SUV but probably there is no option in this case. Hope it will help people who wants a good quality SUV.,neg
"I have had to replace the plastic skid plate, broke the first time I was off road, the seat belt,the power window, the gas cover and now the transmission. Only the transmission covered by the warranty. The tires are weak and constantly flat so I had to buy smaller wheels and 10 ply tires. the car has the worst navigation system ever. I will never buy another jeep.",neg
Only had it a few weeks. Enjoying being in it. Love the milage.,pos
"Transmission broke three times and ac coil broke within first year, under 12k miles. Dealership support is bad, they are backlogged fixing these issues. Parts are sometimes hard and slow to get. Stay away!!!",neg
"Great little SUV, good on gas and very reliable. Was looking at CX-5 and RAV 4 but decided to go with Forester because the best all wheel drive system.",pos
"I hate it. Second Pilot but drives like a car and bogs down on fast acceleration. Tilt wheel gone, Aux port gone, cd player gone. less storage and  cargo area height smaller.  Couldn't camp without  waking the dead with loud beeping of rear hatch that cannot be disabled.  The target demographic is confusing with contradiction of features or lack of.",neg
"FM radio does not work.  Honda is aware but says sorry we don't have a fix for this.  Dealership is aware, sorry no fix.  But Honda keeps making and selling these vehicles.  Don't pay $36000 for a car that does not function like a new car and the manufacturer does not care enough to fix the problem.",neg
"Overall I have to say I had better things to do with my life than nurse this poorly engineered car through the next 5 or more years. Check engine, suspect transmission, groans and creaks, recalls...don't waste your time and then get burned with horrible resale. Got a 4 Runner no rattles, issues or drama... put it in garage and can worry about more important things.",neg
Three transmissions in less than 6000 miles. Thankfully we have not needed a fourth. According to Honda the  Bluetooth that stopped working is a problem with my phone not the car... No explanation as to why it worked at first and suddenly stopped. Car still has a high pitched whine upon acceleration only when the air conditioning is on. This was not the case until after the third transmission was installed but Honda Service says nothing is wrong. Still can't trust this vehicle to travel more than a few miles from home.,neg
"Picked up my new CRV-EX-L Mar 7 in Ohio. Drove it the 1065 miles back to Texas that week. Great mileage at 34 mpg highway doing about 70 mile per hr most of the trip. It handled the hills in Ky and Tenn with no effort. Have been getting 28 mpg in the city as quoted by Honda. Has the right amount of power, handles great, and a lot of great comfort features. I recommend the EX - L package for the extras. My only disappointment was lack of a CD player. I also own a Highland which is also a great SUV but the CRV is more nimble. And I love the Honda Sensing safety features, makes it easier to drive.",pos
"It was bad enough that my brand new Grand Cherokee was leaking oil as soon as I brought it home (which ended up needing a full axle replacement). Now the transmission is having problems over and over again at only 6,000 miles. Shifting is horrible and out of sync. I don't even like driving it and can't wait to get a different vehicle. I should have stuck with Ford. Had my F-150 for 4 years and not a single problem.",neg
